timestamp,eth_block,eth_safe_gas_gwei,eth_propose_gas_gwei,eth_fast_gas_gwei,eth_base_fee_gwei,btc_block_height,btc_block_hash,btc_price_usd
2026-06-30 05:48:35,25426858,0.055168177,0.05530151,0.061784994,0.055168177,955994,0000000000000000000170b04ee2318bae90fc7a2935913fa532c85476667247,60141.34
2026-06-30 05:48:48,25426859,0.061109426,0.061242759,0.068320368,0.061109426,955994,0000000000000000000170b04ee2318bae90fc7a2935913fa532c85476667247,60132.39
2026-06-30 05:49:00,25426860,0.059836712,0.059970045,0.069738084,0.059836712,955994,0000000000000000000170b04ee2318bae90fc7a2935913fa532c85476667247,60132.39
